# Redshift log10(MStarSat_Threshold)[msun] log10(M200c)[msun] mean_velbias stddev_velbias
0.000000000000000000e+00 1.019999999999999929e+01 1.419999999999999751e+01 9.476707811402870218e-01 6.060770044565823300e-03
0.000000000000000000e+00 1.019999999999999929e+01 1.429999999999999716e+01 9.503142979386578482e-01 6.729820288412519634e-03
0.000000000000000000e+00 1.019999999999999929e+01 1.439999999999999680e+01 9.524150649011217107e-01 7.868224348324888082e-03
0.000000000000000000e+00 1.019999999999999929e+01 1.449999999999999645e+01 9.537840706866986817e-01 8.897574603982176880e-03
0.000000000000000000e+00 1.019999999999999929e+01 1.459999999999999609e+01 9.542975602035684846e-01 1.017221259537846346e-02
0.000000000000000000e+00 1.019999999999999929e+01 1.469999999999999574e+01 9.536778319258650827e-01 1.153337363113910753e-02
0.000000000000000000e+00 1.019999999999999929e+01 1.479999999999999538e+01 9.527199168667459528e-01 1.299200209609244726e-02
0.000000000000000000e+00 1.019999999999999929e+01 1.489999999999999503e+01 9.510194194812948698e-01 1.422078377602118901e-02
0.000000000000000000e+00 1.019999999999999929e+01 1.499999999999999467e+01 9.490019710934055608e-01 1.553071423433752263e-02
0.000000000000000000e+00 1.019999999999999929e+01 1.509999999999999432e+01 9.472071387100191586e-01 1.729465909955113512e-02
0.000000000000000000e+00 1.019999999999999929e+01 1.519999999999999396e+01 9.454713499934770393e-01 1.868846887618190455e-02
0.000000000000000000e+00 1.030000000000000071e+01 1.350000000000000000e+01 9.066345806516448169e-01 9.095678416888412082e-03
0.000000000000000000e+00 1.030000000000000071e+01 1.359999999999999964e+01 9.132273134122115277e-01 8.049663249835317669e-03
0.000000000000000000e+00 1.030000000000000071e+01 1.369999999999999929e+01 9.193066340025243255e-01 7.017476397666757952e-03
0.000000000000000000e+00 1.030000000000000071e+01 1.379999999999999893e+01 9.249204579457914743e-01 6.163528646185526677e-03
0.000000000000000000e+00 1.030000000000000071e+01 1.389999999999999858e+01 9.300563369157791582e-01 5.632459190605306962e-03
0.000000000000000000e+00 1.030000000000000071e+01 1.399999999999999822e+01 9.347972513142691620e-01 5.368153423005301433e-03
0.000000000000000000e+00 1.030000000000000071e+01 1.409999999999999787e+01 9.390082425374917108e-01 5.583322017013425329e-03
0.000000000000000000e+00 1.030000000000000071e+01 1.419999999999999751e+01 9.429479275678880335e-01 6.155947656996499893e-03
0.000000000000000000e+00 1.030000000000000071e+01 1.429999999999999716e+01 9.463117057597431048e-01 6.959509791813174064e-03
0.000000000000000000e+00 1.030000000000000071e+01 1.439999999999999680e+01 9.491361395024868752e-01 7.818610872582386698e-03
0.000000000000000000e+00 1.030000000000000071e+01 1.449999999999999645e+01 9.512389405796802810e-01 9.100880263628242928e-03
0.000000000000000000e+00 1.030000000000000071e+01 1.459999999999999609e+01 9.524897781675353281e-01 1.049336541728531670e-02
